Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-21 09:15:00+05:30,1273.0,1277.199951171875,1267.5999755859375,1267.9000244140625,24954,0.0,0.0
2026-08-21 09:30:00+05:30,1267.699951171875,1268.0999755859375,1259.800048828125,1264.5999755859375,44130,0.0,0.0
2026-08-21 09:45:00+05:30,1264.800048828125,1265.5999755859375,1263.199951171875,1265.199951171875,7586,0.0,0.0
2026-08-21 10:00:00+05:30,1265.199951171875,1265.4000244140625,1261.9000244140625,1265.4000244140625,10038,0.0,0.0
2026-08-21 10:15:00+05:30,1265.0,1267.4000244140625,1264.9000244140625,1266.9000244140625,10492,0.0,0.0
2026-08-21 10:30:00+05:30,1266.699951171875,1267.5999755859375,1264.4000244140625,1266.0999755859375,14384,0.0,0.0
2026-08-21 10:45:00+05:30,1266.0999755859375,1269.199951171875,1265.9000244140625,1266.699951171875,20145,0.0,0.0
2026-08-21 11:00:00+05:30,1267.9000244140625,1276.0999755859375,1267.9000244140625,1275.199951171875,65343,0.0,0.0
2026-08-21 11:15:00+05:30,1275.4000244140625,1275.699951171875,1268.800048828125,1269.5,38464,0.0,0.0
2026-08-21 11:30:00+05:30,1269.9000244140625,1270.0,1266.4000244140625,1266.4000244140625,11816,0.0,0.0
2026-08-21 11:45:00+05:30,1266.5,1268.0,1265.4000244140625,1265.5999755859375,9001,0.0,0.0
2026-08-21 12:00:00+05:30,1265.5,1266.4000244140625,1264.699951171875,1266.199951171875,4767,0.0,0.0
2026-08-21 12:15:00+05:30,1266.0999755859375,1266.4000244140625,1265.0999755859375,1265.5999755859375,2726,0.0,0.0
2026-08-21 12:30:00+05:30,1265.5999755859375,1267.300048828125,1263.5,1265.0999755859375,54030,0.0,0.0
2026-08-21 12:45:00+05:30,1265.0999755859375,1266.199951171875,1264.0999755859375,1265.5,38488,0.0,0.0
2026-08-21 13:00:00+05:30,1265.800048828125,1268.199951171875,1265.699951171875,1267.300048828125,10454,0.0,0.0
2026-08-21 13:15:00+05:30,1267.4000244140625,1267.699951171875,1265.0999755859375,1267.199951171875,12219,0.0,0.0
2026-08-21 13:30:00+05:30,1268.300048828125,1268.300048828125,1266.199951171875,1267.199951171875,7278,0.0,0.0
2026-08-21 13:45:00+05:30,1267.4000244140625,1267.800048828125,1265.9000244140625,1267.300048828125,8887,0.0,0.0
2026-08-21 14:00:00+05:30,1267.300048828125,1269.699951171875,1266.699951171875,1268.5,6992,0.0,0.0
2026-08-21 14:15:00+05:30,1268.5,1269.9000244140625,1267.5999755859375,1269.800048828125,4182,0.0,0.0
2026-08-21 14:30:00+05:30,1269.800048828125,1270.199951171875,1266.699951171875,1268.0,15351,0.0,0.0
2026-08-21 14:45:00+05:30,1268.0,1269.0999755859375,1266.800048828125,1266.800048828125,10640,0.0,0.0
2026-08-21 15:00:00+05:30,1266.9000244140625,1266.9000244140625,1265.0,1265.800048828125,27128,0.0,0.0
2026-08-21 15:15:00+05:30,1265.800048828125,1268.0,1265.800048828125,1268.0,6264,0.0,0.0
2026-08-24 09:15:00+05:30,1267.9000244140625,1271.0999755859375,1267.0,1267.0,14627,0.0,0.0
2026-08-24 09:30:00+05:30,1267.0,1271.300048828125,1265.0,1268.199951171875,23554,0.0,0.0
2026-08-24 09:45:00+05:30,1268.199951171875,1269.0,1265.4000244140625,1265.4000244140625,9728,0.0,0.0
2026-08-24 10:00:00+05:30,1265.4000244140625,1265.4000244140625,1264.0,1265.0,4433,0.0,0.0
2026-08-24 10:15:00+05:30,1265.199951171875,1267.0999755859375,1264.699951171875,1265.300048828125,4300,0.0,0.0
2026-08-24 10:30:00+05:30,1266.0,1266.0999755859375,1264.300048828125,1264.699951171875,3597,0.0,0.0
2026-08-24 10:45:00+05:30,1264.5,1264.699951171875,1262.0999755859375,1262.0999755859375,6204,0.0,0.0
2026-08-24 11:00:00+05:30,1261.5,1262.0,1259.199951171875,1259.4000244140625,8397,0.0,0.0
2026-08-24 11:15:00+05:30,1259.300048828125,1260.0999755859375,1258.0999755859375,1259.0999755859375,4243,0.0,0.0
2026-08-24 11:30:00+05:30,1259.4000244140625,1261.199951171875,1257.0,1260.0999755859375,9296,0.0,0.0
2026-08-24 11:45:00+05:30,1260.0,1261.0,1259.5,1260.0,11696,0.0,0.0
2026-08-24 12:00:00+05:30,1259.5,1260.5,1256.199951171875,1258.5,72662,0.0,0.0
2026-08-24 12:15:00+05:30,1258.300048828125,1258.5999755859375,1257.0,1257.800048828125,3471,0.0,0.0
2026-08-24 12:30:00+05:30,1257.9000244140625,1258.800048828125,1257.4000244140625,1258.0,4773,0.0,0.0
2026-08-24 12:45:00+05:30,1258.0,1258.0,1257.0,1257.300048828125,2995,0.0,0.0
2026-08-24 13:00:00+05:30,1257.0999755859375,1258.4000244140625,1256.4000244140625,1256.4000244140625,7108,0.0,0.0
