Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-27 00:00:00+05:30,1683.9418734633487,1726.6846065288232,1649.787721217823,1716.697998046875,4205533,0.0,0.0
2024-08-28 00:00:00+05:30,1725.6859042165158,1732.6765299859114,1697.773382942879,1711.205322265625,1444329,0.0,0.0
2024-08-29 00:00:00+05:30,1713.7020230095566,1769.627030753458,1709.2580309783584,1753.2989501953125,5508206,0.0,0.0
2024-08-30 00:00:00+05:30,1767.5797982955999,1791.0983110817426,1747.706544056078,1780.662353515625,3865499,0.0,0.0
2024-09-02 00:00:00+05:30,1793.9944250181734,1859.5065542116063,1785.4059658516264,1838.0853271484375,5442576,0.0,0.0
2024-09-03 00:00:00+05:30,1847.5225994643067,1868.4444958144218,1809.523504804479,1863.1016845703125,4429269,0.0,0.0
2024-09-04 00:00:00+05:30,1837.7356877625916,1877.1827922038212,1830.595360053769,1869.393310546875,2634954,0.0,0.0
2024-09-05 00:00:00+05:30,1865.4984790219976,1872.1894579945106,1847.5225836138627,1862.4525146484375,1441842,0.0,0.0
2024-09-06 00:00:00+05:30,1861.5038886146126,1895.4583586859092,1833.5413838500153,1854.6630859375,2970645,0.0,0.0
2024-09-09 00:00:00+05:30,1857.5092695228848,1871.240856864788,1836.5873724810517,1857.9586181640625,1576721,0.0,0.0
2024-09-10 00:00:00+05:30,1872.2894533673814,1872.2894533673814,1812.819149620535,1822.0567626953125,2155688,0.0,0.0
2024-09-11 00:00:00+05:30,1826.550723455459,1851.3175616887793,1811.8204756856571,1830.6951904296875,1492450,0.0,0.0
2024-09-12 00:00:00+05:30,1848.2216218786098,1857.5092167249725,1814.3671159379687,1852.3660888671875,2040386,0.0,0.0
2024-09-13 00:00:00+05:30,1872.2893760495897,1904.3463643660605,1844.027225749507,1891.9129638671875,3078216,0.0,0.0
2024-09-16 00:00:00+05:30,1899.4529942219656,1918.4275509465804,1835.5886796931716,1855.1124267578125,3180768,0.0,0.0
2024-09-17 00:00:00+05:30,1856.510498562189,1874.3365701460361,1836.0879331799028,1846.2242431640625,1920113,0.0,0.0
2024-09-18 00:00:00+05:30,1846.2242827565008,1894.4596510477604,1840.7316480275801,1885.67138671875,2960854,0.0,0.0
2024-09-19 00:00:00+05:30,1887.4690415446516,1899.4529719671575,1873.4877893850617,1887.8685302734375,1821882,0.0,0.0
2024-09-20 00:00:00+05:30,1889.566158309128,1921.922794031954,1881.826536769119,1914.233154296875,4225587,0.0,0.0
2024-09-23 00:00:00+05:30,1927.265550635656,1931.4100174018308,1912.035973197508,1917.3787841796875,1118846,0.0,0.0
2024-09-24 00:00:00+05:30,1917.428784520922,1921.0239391105308,1895.80775327243,1902.099365234375,1461016,0.0,0.0
2024-09-25 00:00:00+05:30,1902.448950113025,1936.2037361533585,1893.5109841232631,1925.91748046875,901659,0.0,0.0
2024-09-26 00:00:00+05:30,1937.402042393637,1985.5874282418292,1927.565257436048,1980.144775390625,2541200,0.0,0.0
2024-09-27 00:00:00+05:30,1974.202798811128,2027.181808936825,1963.6669993373453,2008.0074462890625,3718693,0.0,0.0
2024-09-30 00:00:00+05:30,2008.0073003722712,2016.2462522946682,1965.664178320818,1970.75732421875,1859917,0.0,0.0
2024-10-01 00:00:00+05:30,1970.3578714694936,2004.4121823223418,1966.4132098458626,1972.6048583984375,1326900,0.0,0.0
2024-10-03 00:00:00+05:30,1958.3738773617629,1967.4118065886107,1893.9602541644995,1910.837646484375,1702709,0.0,0.0
2024-10-04 00:00:00+05:30,1910.7378668318247,1932.408758670195,1862.7521638809208,1882.0263671875,2423416,0.0,0.0
2024-10-07 00:00:00+05:30,1882.0262944930676,1899.0533883064359,1866.2973865998024,1876.7833251953125,1423722,0.0,0.0
2024-10-08 00:00:00+05:30,1870.6914664159456,1891.4136791748383,1830.6451904777193,1835.6884765625,1423384,0.0,0.0
2024-10-09 00:00:00+05:30,1846.5240364654132,1878.680869246311,1833.092095887721,1864.449951171875,1411255,0.0,0.0
2024-10-10 00:00:00+05:30,1872.2894131107075,1885.3218640783693,1857.5091837461198,1873.1881103515625,1209065,0.0,0.0
2024-10-11 00:00:00+05:30,1873.437858554382,1881.2774441112251,1852.6158032600874,1873.8873291015625,516757,0.0,0.0
2024-10-14 00:00:00+05:30,1882.5756394642299,1882.5756394642299,1860.055909298319,1864.6995849609375,809881,0.0,0.0
2024-10-15 00:00:00+05:30,1871.090872417183,1893.211233777675,1839.5332151488738,1851.4671630859375,2072690,0.0,0.0
2024-10-16 00:00:00+05:30,1852.5159106705335,1868.4944845631096,1844.776288941317,1859.5565185546875,850008,0.0,0.0
2024-10-17 00:00:00+05:30,1865.4984554657153,1866.9464649259046,1806.67730740826,1813.368408203125,1115879,0.0,0.0
2024-10-18 00:00:00+05:30,1812.5694281181338,1830.8449702883422,1790.5988895954897,1817.462890625,990257,0.0,0.0
2024-10-21 00:00:00+05:30,1819.5600946711354,1821.457574694587,1751.6011740959002,1756.0452880859375,1663903,0.0,0.0
2024-10-22 00:00:00+05:30,1756.1951447830945,1768.5784422083739,1713.851898957204,1720.293212890625,3142294,0.0,0.0
2024-10-23 00:00:00+05:30,1725.2366074049744,1777.1169900169962,1725.2366074049744,1737.3702392578125,2585058,0.0,0.0
2024-10-24 00:00:00+05:30,1737.7199081895326,1761.6377874364905,1716.3485410354078,1739.76708984375,1502718,0.0,0.0
2024-10-25 00:00:00+05:30,1739.7671319773717,1749.5540575739988,1695.826052315019,1705.1136474609375,875973,0.0,0.0
2024-10-28 00:00:00+05:30,1708.4591196356112,1735.5228054060028,1699.6708550302342,1728.1326904296875,653158,0.0,0.0
2024-10-29 00:00:00+05:30,1722.8398205307817,1773.122370845018,1700.7194579268182,1764.3341064453125,1561586,0.0,0.0
2024-10-30 00:00:00+05:30,1764.3340664582117,1775.069670544149,1737.86955406032,1750.1031494140625,826677,0.0,0.0
2024-10-31 00:00:00+05:30,1742.8629009887081,1752.6498262742307,1722.7399819902944,1748.405517578125,869480,0.0,0.0
2024-11-01 00:00:00+05:30,1759.640493006297,1769.7769254489683,1743.961565753032,1752.3502197265625,134827,0.0,0.0
2024-11-04 00:00:00+05:30,1752.3501031461947,1755.6457326357208,1691.7814215565597,1710.2066650390625,1294236,0.0,0.0
2024-11-05 00:00:00+05:30,1711.8046146280299,1741.96424678158,1683.7422678780977,1733.3258056640625,1646381,0.0,0.0
2024-11-06 00:00:00+05:30,1729.780408808746,1757.3434234875056,1729.780408808746,1746.358154296875,926170,0.0,0.0
2024-11-07 00:00:00+05:30,1742.6632271447909,1754.6471576466463,1702.7667739451024,1727.3836669921875,855044,0.0,0.0
2024-11-08 00:00:00+05:30,1736.6712924164076,1741.1652664335863,1714.7007527768671,1737.4202880859375,869560,0.0,0.0
2024-11-11 00:00:00+05:30,1725.2365965030374,1749.603823665627,1710.7560142089017,1715.1500244140625,696798,0.0,0.0
2024-11-12 00:00:00+05:30,1722.689970413057,1730.6292754270062,1686.4885145130725,1689.4844970703125,903492,0.0,0.0
2024-11-13 00:00:00+05:30,1687.7369038341571,1693.6788873659823,1655.2304431070386,1662.2210693359375,668302,0.0,0.0
2024-11-14 00:00:00+05:30,1662.7703308702398,1671.308929980689,1631.362495605428,1637.6041259765625,744472,0.0,0.0
2024-11-18 00:00:00+05:30,1631.8118328434405,1639.75113785739,1607.8439723855197,1613.8359375,1618700,0.0,0.0
2024-11-19 00:00:00+05:30,1620.7765113434461,1623.7724937707042,1578.433390563668,1594.212158203125,2569730,0.0,0.0
2024-11-21 00:00:00+05:30,1593.8627376608054,1593.8627376608054,1563.1539161175285,1567.1485595703125,984265,0.0,0.0
2024-11-22 00:00:00+05:30,1567.8475325087488,1603.8493044504633,1559.9582094207972,1598.7061767578125,2082813,0.0,0.0
2024-11-25 00:00:00+05:30,1615.8332875065764,1636.605482363342,1597.8573918482832,1602.7508544921875,2191916,0.0,0.0
2024-11-26 00:00:00+05:30,1612.7374401182865,1612.7374401182865,1579.8814735870978,1592.264892578125,2483861,0.0,0.0
2024-11-27 00:00:00+05:30,1593.8127416048433,1606.4458257926906,1586.872097430424,1597.9073486328125,1335825,0.0,0.0
2024-11-28 00:00:00+05:30,1602.8506391243457,1607.893925100526,1565.5506813429135,1572.9407958984375,3458405,0.0,0.0
2024-11-29 00:00:00+05:30,1579.7816904003218,1585.8235156565008,1572.8409240525775,1577.834228515625,1998058,0.0,0.0
2024-12-02 00:00:00+05:30,1585.8734002474205,1601.6522901461194,1564.9015227882292,1594.5118408203125,1423549,0.0,0.0
2024-12-03 00:00:00+05:30,1594.9611458651348,1607.7440529204969,1592.913964360808,1604.94775390625,1045367,0.0,0.0
2024-12-04 00:00:00+05:30,1616.8320099239768,1630.064266953929,1603.949259830427,1625.9197998046875,2271608,0.0,0.0
2024-12-05 00:00:00+05:30,1634.5581824011597,1651.8849241506355,1603.3000483418548,1641.8983154296875,1706032,0.0,0.0
2024-12-06 00:00:00+05:30,1637.8037525573777,1647.7403790007065,1622.873821990398,1633.0101318359375,1049225,0.0,0.0
2024-12-09 00:00:00+05:30,1639.8011105150701,1645.3437269777817,1617.031594444329,1634.8577880859375,859106,0.0,0.0
2024-12-10 00:00:00+05:30,1642.5474360831588,1670.7596051479707,1634.9076561851246,1661.1724853515625,1673974,0.0,0.0
2024-12-11 00:00:00+05:30,1664.8675316602319,1688.0863971619817,1646.7917940810992,1684.2415771484375,2131913,0.0,0.0
2024-12-12 00:00:00+05:30,1682.7435878014303,1688.2362226577554,1672.3574902371918,1677.05126953125,1137744,0.0,0.0
2024-12-13 00:00:00+05:30,1664.867459340773,1681.3453631746252,1632.81047080901,1677.4505615234375,1389802,0.0,0.0
2024-12-16 00:00:00+05:30,1672.756981289068,1681.6949474412772,1658.1765567589027,1671.4088134765625,797240,0.0,0.0
2024-12-17 00:00:00+05:30,1670.7597109656754,1671.4088649418616,1630.8632561700897,1640.94970703125,1045630,0.0,0.0
2024-12-18 00:00:00+05:30,1639.8010965406063,1645.1938894489654,1620.4270518956037,1628.566162109375,952592,0.0,0.0
2024-12-19 00:00:00+05:30,1614.63489460419,1621.975027395592,1580.9300912598376,1587.42138671875,1681562,0.0,0.0
2024-12-20 00:00:00+05:30,1587.4214718631092,1601.4525842712392,1562.904298167456,1567.548095703125,1806341,0.0,0.0
2024-12-23 00:00:00+05:30,1580.8802483538193,1592.6145142528449,1558.4603592924643,1561.3065185546875,1017438,0.0,0.0
2024-12-24 00:00:00+05:30,1561.0068246091034,1570.7437683604035,1549.5722060946748,1562.4549560546875,810638,0.0,0.0
2024-12-26 00:00:00+05:30,1552.368311408633,1572.7909989600878,1552.368311408633,1557.2119140625,760870,0.0,0.0
2024-12-27 00:00:00+05:30,1565.8502821209956,1583.8761598147914,1559.0094794565064,1577.1851806640625,1174865,0.0,0.0
2024-12-30 00:00:00+05:30,1577.8841305182293,1585.7235937473472,1558.360262292435,1574.5885009765625,1307371,0.0,0.0
2024-12-31 00:00:00+05:30,1567.8476203411562,1573.8395856996858,1557.910993217667,1566.0001220703125,1041557,0.0,0.0
2025-01-01 00:00:00+05:30,1562.9043038921952,1581.9288427438457,1562.9043038921952,1574.2890625,464064,0.0,0.0
2025-01-02 00:00:00+05:30,1579.182413358649,1715.599457847073,1574.2889509285112,1698.37255859375,8022190,0.0,0.0
2025-01-03 00:00:00+05:30,1697.7235188829377,1717.6967367521488,1689.7342317352534,1698.822021484375,1563600,0.0,0.0
2025-01-06 00:00:00+05:30,1712.7033074707451,1730.6292204392635,1672.7568746434392,1682.343994140625,1837772,0.0,0.0
2025-01-07 00:00:00+05:30,1689.7341950954537,1701.3686186333605,1671.9579828145722,1680.49658203125,1242573,0.0,0.0
2025-01-08 00:00:00+05:30,1678.7489647401665,1706.7114698042503,1666.3156853583398,1694.7275390625,1437122,0.0,0.0
2025-01-09 00:00:00+05:30,1694.7274780171615,1698.2227910242682,1672.7569391153481,1688.0364990234375,1036731,0.0,0.0
2025-01-10 00:00:00+05:30,1679.7475800479885,1715.8990547084002,1677.750258311903,1698.9718017578125,1467079,0.0,0.0
2025-01-13 00:00:00+05:30,1687.3373423750395,1697.723439563147,1664.368142898597,1671.9080810546875,1177882,0.0,0.0
2025-01-14 00:00:00+05:30,1686.7381320727404,1727.6832258649147,1681.7448279517434,1711.205322265625,2084348,0.0,0.0
2025-01-15 00:00:00+05:30,1718.7952312082957,1728.1326861365326,1647.7904664011082,1669.4114990234375,2098490,0.0,0.0
2025-01-16 00:00:00+05:30,1677.7502844184023,1703.6654855846268,1676.951306948798,1695.0770263671875,1105433,0.0,0.0
2025-01-17 00:00:00+05:30,1683.8420670364487,1696.1256444893231,1668.7123304879606,1678.3994140625,905680,0.0,0.0
2025-01-20 00:00:00+05:30,1684.0419223493313,1735.6726420527173,1672.157833272664,1732.8763427734375,1674215,0.0,0.0
2025-01-21 00:00:00+05:30,1742.6631874613242,1748.6551525758045,1708.7087184792697,1714.70068359375,2008953,0.0,0.0
2025-01-22 00:00:00+05:30,1717.6966082617926,1744.5106268640463,1708.2093304836023,1740.9654541015625,1369310,0.0,0.0
2025-01-23 00:00:00+05:30,1740.216490874746,1763.6350387477025,1728.1325972174234,1743.8116455078125,1888122,0.0,0.0
2025-01-24 00:00:00+05:30,1748.6551960913773,1752.5499978940807,1722.690013282482,1726.385009765625,747930,0.0,0.0
2025-01-27 00:00:00+05:30,1712.5536313449697,1730.329844245639,1699.7208630762048,1709.3079833984375,1017680,0.0,0.0
2025-01-28 00:00:00+05:30,1730.629264233158,1785.6555743706938,1712.7033508110212,1766.5810546875,2439528,0.0,0.0
2025-01-29 00:00:00+05:30,1774.5703795953739,1802.532883883073,1764.8834179441585,1788.00244140625,1880079,0.0,0.0
2025-01-30 00:00:00+05:30,1822.5561018440787,1853.514589053485,1738.668588115365,1742.8629150390625,5190089,0.0,0.0
2025-01-31 00:00:00+05:30,1711.3051559745156,1751.351430456518,1695.9257549723027,1733.7750244140625,1917476,0.0,0.0
2025-02-01 00:00:00+05:30,1744.6604971282159,1777.616305030466,1614.8345872102605,1751.651123046875,2887325,0.0,0.0
2025-02-03 00:00:00+05:30,1732.6765833451843,1802.582843191964,1731.0287685531416,1792.4464111328125,2918355,0.0,0.0
2025-02-04 00:00:00+05:30,1797.5896423247275,1816.464357950507,1770.426114270116,1810.8218994140625,2285643,0.0,0.0
2025-02-05 00:00:00+05:30,1808.5747891021767,1824.1040139944212,1777.616302927595,1794.3438720703125,1286850,0.0,0.0
2025-02-06 00:00:00+05:30,1805.5788077198686,1810.5221301397721,1777.0669918330157,1785.6055908203125,1119866,0.0,0.0
2025-02-07 00:00:00+05:30,1798.588248179161,1819.5601266976298,1781.9605201152915,1795.9417724609375,1748940,0.0,0.0
2025-02-10 00:00:00+05:30,1802.4830166513161,1804.5301982770882,1772.4233490456909,1789.999755859375,908769,0.0,0.0
2025-02-11 00:00:00+05:30,1789.9996763706097,1792.8958171270995,1739.6671467112585,1742.5133056640625,1944713,0.0,0.0
