Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-21 09:15:00+05:30,1101.4000244140625,1101.4000244140625,1092.199951171875,1096.800048828125,256743,0.0,0.0
2026-08-21 09:30:00+05:30,1096.800048828125,1100.0,1095.300048828125,1099.5,135871,0.0,0.0
2026-08-21 09:45:00+05:30,1099.4000244140625,1099.800048828125,1097.699951171875,1099.0999755859375,113999,0.0,0.0
2026-08-21 10:00:00+05:30,1099.4000244140625,1100.5,1096.0999755859375,1096.5,136250,0.0,0.0
2026-08-21 10:15:00+05:30,1096.5,1097.9000244140625,1095.699951171875,1097.0,84737,0.0,0.0
2026-08-21 10:30:00+05:30,1096.5,1097.0999755859375,1093.5,1094.0,163489,0.0,0.0
2026-08-21 10:45:00+05:30,1093.699951171875,1095.0999755859375,1092.0,1093.199951171875,164874,0.0,0.0
2026-08-21 11:00:00+05:30,1093.300048828125,1094.199951171875,1091.699951171875,1094.0999755859375,92055,0.0,0.0
2026-08-21 11:15:00+05:30,1094.0999755859375,1096.9000244140625,1093.5,1096.0999755859375,126380,0.0,0.0
2026-08-21 11:30:00+05:30,1096.0999755859375,1098.5999755859375,1095.9000244140625,1098.5,66524,0.0,0.0
2026-08-21 11:45:00+05:30,1098.5,1099.4000244140625,1096.699951171875,1097.4000244140625,157633,0.0,0.0
2026-08-21 12:00:00+05:30,1097.4000244140625,1098.0,1093.800048828125,1093.800048828125,93353,0.0,0.0
2026-08-21 12:15:00+05:30,1093.9000244140625,1096.0,1093.699951171875,1095.300048828125,85527,0.0,0.0
2026-08-21 12:30:00+05:30,1095.300048828125,1097.5,1094.5999755859375,1094.9000244140625,61174,0.0,0.0
2026-08-21 12:45:00+05:30,1094.9000244140625,1095.800048828125,1094.5,1094.699951171875,63978,0.0,0.0
2026-08-21 13:00:00+05:30,1094.800048828125,1094.800048828125,1092.5999755859375,1092.5999755859375,31640,0.0,0.0
2026-08-21 13:15:00+05:30,1092.699951171875,1094.699951171875,1092.5999755859375,1093.0999755859375,87870,0.0,0.0
2026-08-21 13:30:00+05:30,1093.0999755859375,1093.9000244140625,1092.800048828125,1093.9000244140625,37870,0.0,0.0
2026-08-21 13:45:00+05:30,1093.9000244140625,1094.5,1093.5,1094.0999755859375,81893,0.0,0.0
2026-08-21 14:00:00+05:30,1094.0,1094.0999755859375,1091.5999755859375,1092.4000244140625,65646,0.0,0.0
2026-08-21 14:15:00+05:30,1092.5,1094.5,1092.5,1093.800048828125,77689,0.0,0.0
2026-08-21 14:30:00+05:30,1093.800048828125,1094.0999755859375,1093.0,1093.5999755859375,47636,0.0,0.0
2026-08-21 14:45:00+05:30,1093.5999755859375,1094.4000244140625,1092.4000244140625,1092.9000244140625,106526,0.0,0.0
2026-08-21 15:00:00+05:30,1093.0999755859375,1094.0,1092.300048828125,1092.300048828125,220895,0.0,0.0
2026-08-21 15:15:00+05:30,1093.0999755859375,1095.0,1093.0999755859375,1095.0,129312,0.0,0.0
2026-08-24 09:15:00+05:30,1089.0,1094.4000244140625,1085.300048828125,1092.699951171875,178195,0.0,0.0
2026-08-24 09:30:00+05:30,1092.0999755859375,1094.800048828125,1091.0999755859375,1091.5999755859375,142547,0.0,0.0
2026-08-24 09:45:00+05:30,1091.800048828125,1092.9000244140625,1091.4000244140625,1092.0999755859375,102945,0.0,0.0
2026-08-24 10:00:00+05:30,1092.5999755859375,1092.800048828125,1088.5,1088.800048828125,140382,0.0,0.0
2026-08-24 10:15:00+05:30,1089.4000244140625,1092.4000244140625,1089.300048828125,1091.4000244140625,101556,0.0,0.0
2026-08-24 10:30:00+05:30,1091.5999755859375,1092.0,1090.699951171875,1091.199951171875,85617,0.0,0.0
2026-08-24 10:45:00+05:30,1091.5,1091.5,1088.300048828125,1088.5999755859375,139727,0.0,0.0
2026-08-24 11:00:00+05:30,1088.5,1089.5,1086.5999755859375,1087.5,133195,0.0,0.0
2026-08-24 11:15:00+05:30,1087.0,1088.699951171875,1086.800048828125,1088.199951171875,94532,0.0,0.0
2026-08-24 11:30:00+05:30,1088.5,1088.5,1083.5999755859375,1087.199951171875,243989,0.0,0.0
2026-08-24 11:45:00+05:30,1087.0,1087.5,1086.0,1086.0999755859375,112273,0.0,0.0
2026-08-24 12:00:00+05:30,1086.0,1086.800048828125,1085.5,1086.0999755859375,112146,0.0,0.0
2026-08-24 12:15:00+05:30,1086.0999755859375,1087.0999755859375,1085.5999755859375,1085.5999755859375,117395,0.0,0.0
2026-08-24 12:30:00+05:30,1085.5,1086.0,1083.699951171875,1084.300048828125,136395,0.0,0.0
2026-08-24 12:45:00+05:30,1084.199951171875,1085.4000244140625,1083.4000244140625,1083.4000244140625,146467,0.0,0.0
2026-08-24 13:00:00+05:30,1083.5,1085.300048828125,1081.4000244140625,1082.300048828125,221980,0.0,0.0
2026-08-24 13:15:00+05:30,1082.300048828125,1083.0999755859375,1081.0,1083.0,183045,0.0,0.0
2026-08-24 13:30:00+05:30,1082.5999755859375,1083.800048828125,1081.9000244140625,1082.699951171875,103567,0.0,0.0
2026-08-24 13:45:00+05:30,1082.5999755859375,1084.800048828125,1080.5999755859375,1081.0999755859375,97851,0.0,0.0
2026-08-24 14:00:00+05:30,1081.0999755859375,1081.5,1079.4000244140625,1080.300048828125,142822,0.0,0.0
2026-08-24 14:15:00+05:30,1080.0999755859375,1080.800048828125,1079.300048828125,1079.699951171875,166754,0.0,0.0
2026-08-24 14:30:00+05:30,1079.800048828125,1082.800048828125,1079.699951171875,1080.5,262731,0.0,0.0
2026-08-24 14:45:00+05:30,1080.4000244140625,1080.699951171875,1079.0999755859375,1079.699951171875,203810,0.0,0.0
2026-08-24 15:00:00+05:30,1079.699951171875,1079.800048828125,1077.0,1077.0,668616,0.0,0.0
2026-08-25 09:15:00+05:30,1071.0,1076.5999755859375,1067.300048828125,1075.699951171875,98677,0.0,0.0
2026-08-25 09:30:00+05:30,1076.0,1076.0999755859375,1072.800048828125,1072.800048828125,89190,0.0,0.0
2026-08-25 09:45:00+05:30,1073.0,1076.300048828125,1072.5,1075.0,71209,0.0,0.0
2026-08-25 10:00:00+05:30,1075.300048828125,1077.9000244140625,1074.0,1075.800048828125,55775,0.0,0.0
2026-08-25 10:15:00+05:30,1075.0,1076.199951171875,1072.5,1074.199951171875,54203,0.0,0.0
2026-08-25 10:30:00+05:30,1074.199951171875,1075.0,1072.800048828125,1074.4000244140625,67293,0.0,0.0
2026-08-25 10:45:00+05:30,1074.0,1075.0,1073.300048828125,1073.800048828125,86334,0.0,0.0
2026-08-25 11:00:00+05:30,1074.5999755859375,1077.199951171875,1074.5999755859375,1077.199951171875,101305,0.0,0.0
2026-08-25 11:15:00+05:30,1077.199951171875,1077.9000244140625,1075.4000244140625,1076.5,76301,0.0,0.0
2026-08-25 11:30:00+05:30,1076.699951171875,1079.0,1075.9000244140625,1077.5,65429,0.0,0.0
2026-08-25 11:45:00+05:30,1077.699951171875,1081.4000244140625,1077.0999755859375,1080.800048828125,115788,0.0,0.0
2026-08-25 12:00:00+05:30,1080.800048828125,1080.9000244140625,1079.300048828125,1080.5,54060,0.0,0.0
2026-08-25 12:15:00+05:30,1080.4000244140625,1080.5,1079.300048828125,1079.5999755859375,32166,0.0,0.0
2026-08-25 12:30:00+05:30,1079.5999755859375,1080.5,1077.5,1078.0999755859375,43254,0.0,0.0
2026-08-25 12:45:00+05:30,1077.4000244140625,1079.0999755859375,1077.4000244140625,1078.4000244140625,45077,0.0,0.0
2026-08-25 13:00:00+05:30,1078.699951171875,1078.9000244140625,1076.5,1076.699951171875,64649,0.0,0.0
2026-08-25 13:15:00+05:30,1076.800048828125,1077.300048828125,1075.800048828125,1076.5999755859375,35688,0.0,0.0
2026-08-25 13:30:00+05:30,1077.0999755859375,1079.800048828125,1076.9000244140625,1078.4000244140625,270305,0.0,0.0
2026-08-25 13:45:00+05:30,1078.300048828125,1080.0999755859375,1077.800048828125,1078.4000244140625,55155,0.0,0.0
2026-08-25 14:00:00+05:30,1078.4000244140625,1080.0,1078.0,1079.699951171875,52276,0.0,0.0
2026-08-25 14:15:00+05:30,1079.699951171875,1080.199951171875,1078.0999755859375,1078.5999755859375,74273,0.0,0.0
2026-08-25 14:30:00+05:30,1078.300048828125,1082.5999755859375,1078.0999755859375,1081.9000244140625,289618,0.0,0.0
2026-08-25 14:45:00+05:30,1082.0999755859375,1083.5999755859375,1081.699951171875,1082.5,140918,0.0,0.0
2026-08-25 15:00:00+05:30,1082.5999755859375,1085.300048828125,1081.800048828125,1082.199951171875,286984,0.0,0.0
2026-08-25 15:15:00+05:30,1082.0,1087.4000244140625,1082.0,1087.4000244140625,142252,0.0,0.0
2026-08-26 09:15:00+05:30,1084.699951171875,1093.300048828125,1084.0,1091.9000244140625,183881,0.0,0.0
2026-08-26 09:30:00+05:30,1092.5999755859375,1095.0,1088.699951171875,1094.800048828125,172210,0.0,0.0
2026-08-26 09:45:00+05:30,1094.800048828125,1094.9000244140625,1089.4000244140625,1090.9000244140625,148224,0.0,0.0
2026-08-26 10:00:00+05:30,1091.300048828125,1091.300048828125,1087.9000244140625,1088.5999755859375,196888,0.0,0.0
2026-08-26 10:15:00+05:30,1088.5,1089.0,1084.300048828125,1086.0,218605,0.0,0.0
2026-08-26 10:30:00+05:30,1086.0,1089.699951171875,1085.800048828125,1089.5,283891,0.0,0.0
2026-08-26 10:45:00+05:30,1089.5,1089.5,1087.4000244140625,1088.5999755859375,50596,0.0,0.0
2026-08-26 11:00:00+05:30,1088.9000244140625,1089.0,1086.699951171875,1088.0,117489,0.0,0.0
2026-08-26 11:15:00+05:30,1088.0999755859375,1088.0999755859375,1084.699951171875,1085.5999755859375,83793,0.0,0.0
2026-08-26 11:30:00+05:30,1085.5999755859375,1089.699951171875,1085.5999755859375,1088.800048828125,115180,0.0,0.0
2026-08-26 11:45:00+05:30,1088.800048828125,1088.800048828125,1086.699951171875,1087.9000244140625,93075,0.0,0.0
2026-08-26 12:00:00+05:30,1087.9000244140625,1089.699951171875,1087.4000244140625,1089.0,57948,0.0,0.0
2026-08-26 12:15:00+05:30,1088.9000244140625,1089.5999755859375,1087.0999755859375,1088.0,42885,0.0,0.0
