Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-27 00:00:00+05:30,1471.509168844597,1483.4009526251941,1462.2929880268423,1465.0181884765625,910064,0.0,0.0
2024-08-28 00:00:00+05:30,1466.0586904134077,1472.9955639185698,1453.7704902960832,1456.5452880859375,1225101,0.0,0.0
2024-08-29 00:00:00+05:30,1458.7749639752253,1469.6261674645352,1439.500293310478,1462.7388916015625,3359850,0.0,0.0
2024-08-30 00:00:00+05:30,1467.5946274059377,1473.5901164153224,1452.7794960758995,1468.5361328125,1996592,0.0,0.0
2024-09-02 00:00:00+05:30,1476.5630423532118,1485.977370475598,1465.4640933756607,1481.0224609375,2054244,0.0,0.0
2024-09-03 00:00:00+05:30,1481.0225292756702,1484.5900401138206,1463.2839281168806,1466.2073974609375,882478,0.0,0.0
2024-09-04 00:00:00+05:30,1458.7253888923394,1461.8470061399098,1447.874185236398,1458.824462890625,1122071,0.0,0.0
2024-09-05 00:00:00+05:30,1463.4325674095805,1463.4821648939476,1449.8065658508322,1452.3336181640625,959956,0.0,0.0
2024-09-06 00:00:00+05:30,1452.383189987451,1455.5048074705608,1414.6763975994347,1429.3924560546875,3340767,0.0,0.0
2024-09-09 00:00:00+05:30,1418.0950922532409,1428.5994761501117,1398.2754543461376,1422.950927734375,1621371,0.0,0.0
2024-09-10 00:00:00+05:30,1426.0229275322806,1450.797474570715,1422.059000006131,1440.2930908203125,1542798,0.0,0.0
2024-09-11 00:00:00+05:30,1441.829116365751,1444.702988168007,1412.2483298322027,1417.69873046875,1637596,0.0,0.0
2024-09-12 00:00:00+05:30,1430.9778876662976,1461.6983270829564,1427.2121079951764,1459.3199462890625,4003674,0.0,0.0
2024-09-13 00:00:00+05:30,1459.6668325261062,1462.3425564051672,1436.9238448862156,1439.0048828125,1683544,0.0,0.0
2024-09-16 00:00:00+05:30,1441.9778058217273,1447.9732949844433,1425.8248726792326,1427.7076416015625,1673805,0.0,0.0
2024-09-17 00:00:00+05:30,1429.7887204234603,1431.9688321954166,1407.293358920785,1413.7347412109375,1321316,0.0,0.0
2024-09-18 00:00:00+05:30,1417.1041689983451,1426.270751909698,1402.2890374375158,1415.9150390625,1421406,0.0,0.0
2024-09-19 00:00:00+05:30,1420.0771331488784,1425.0320428946875,1381.8747306209,1395.500732421875,2072872,0.0,0.0
2024-09-20 00:00:00+05:30,1406.153693758502,1439.9462727266755,1396.4916204043132,1425.7255859375,4407151,0.0,0.0
2024-09-23 00:00:00+05:30,1434.941783909018,1445.7929872710947,1430.8291848510203,1443.018310546875,1139915,0.0,0.0
