Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-21 09:15:00+05:30,1007.7999877929688,1007.7999877929688,1000.4000244140625,1001.0,42588,0.0,0.0
2026-08-21 09:30:00+05:30,1001.0999755859375,1001.0999755859375,997.0999755859375,999.4000244140625,151878,0.0,0.0
2026-08-21 09:45:00+05:30,998.5,1003.2000122070312,998.2000122070312,1002.2999877929688,49232,0.0,0.0
2026-08-21 10:00:00+05:30,1002.7000122070312,1004.0,1000.0,1000.5999755859375,32184,0.0,0.0
2026-08-21 10:15:00+05:30,1000.7000122070312,1001.0999755859375,999.7000122070312,1000.5,17443,0.0,0.0
2026-08-21 10:30:00+05:30,1000.0999755859375,1002.0,999.5,1000.5,48687,0.0,0.0
2026-08-21 10:45:00+05:30,1000.2999877929688,1004.9000244140625,1000.2000122070312,1003.0,74177,0.0,0.0
2026-08-21 11:00:00+05:30,1003.0,1005.4000244140625,1003.0,1005.0999755859375,29445,0.0,0.0
2026-08-21 11:15:00+05:30,1004.9000244140625,1006.0999755859375,1003.0,1003.4000244140625,35554,0.0,0.0
2026-08-21 11:30:00+05:30,1004.0999755859375,1004.2000122070312,1002.0999755859375,1003.4000244140625,13484,0.0,0.0
2026-08-21 11:45:00+05:30,1003.4000244140625,1004.2000122070312,1002.5999755859375,1002.7000122070312,14317,0.0,0.0
2026-08-21 12:00:00+05:30,1002.7999877929688,1003.9000244140625,1001.4000244140625,1001.7999877929688,24291,0.0,0.0
2026-08-21 12:15:00+05:30,1002.2999877929688,1002.4000244140625,1000.5999755859375,1001.2000122070312,21876,0.0,0.0
2026-08-21 12:30:00+05:30,1001.4000244140625,1002.0,1000.5,1001.5,16731,0.0,0.0
2026-08-21 12:45:00+05:30,1001.9000244140625,1002.2999877929688,1000.7000122070312,1002.0,14062,0.0,0.0
2026-08-21 13:00:00+05:30,1002.2999877929688,1003.0,1000.7999877929688,1000.7999877929688,16062,0.0,0.0
2026-08-21 13:15:00+05:30,1001.2000122070312,1001.4000244140625,999.2000122070312,999.2999877929688,38240,0.0,0.0
